,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
TMED2,0.4176017928647537,6.510638296532599,15.345874470251768,0.0012287514188747324,0.0071081098191662015,TMED2,T_cells_CD4
ZNF518A,-0.6145547212863323,4.572606178203993,15.335467590970229,0.0012321934837208454,0.0071238199172682735,ZNF518A,T_cells_CD4
REV1,0.4908929408750481,4.738000468230058,15.333796306837273,0.001232747274093324,0.0071238199172682735,REV1,T_cells_CD4
RRP1B,0.4385645616898295,5.635767224456153,15.33127364123466,0.0012335837077726752,0.007124954160617475,RRP1B,T_cells_CD4
NUSAP1,1.449427782154031,1.6396750037084122,15.296901728723915,0.0012450444523741137,0.007187419478694961,NUSAP1,T_cells_CD4
FLAD1,0.5075257870873705,4.441330027663493,15.294454682382822,0.0012458649566533502,0.007188427665915909,FLAD1,T_cells_CD4
TAF7,-0.4895488291866217,7.021341673059482,15.276066432424965,0.0012520501951974212,0.007217159634775587,TAF7,T_cells_CD4
MIPEP,1.0550032910543563,2.121199969466188,15.275795663691657,0.0012521415323227007,0.007217159634775587,MIPEP,T_cells_CD4
CLECL1,-1.4330301050346497,2.1580502770085075,15.270205995339628,0.0012540287517444886,0.007220726376374953,CLECL1,T_cells_CD4
IER3IP1,0.49709844872138864,6.000538909346561,15.270119827816737,0.0012540578693201064,0.007220726376374953,IER3IP1,T_cells_CD4
SAFB2,-0.5767134932138747,5.528742141025636,15.257301798171685,0.0012583978379937144,0.007241968943572928,SAFB2,T_cells_CD4
ULK4,1.1470533329854915,3.6063555491608876,15.249013835301941,0.0012612130376138209,0.007251750734638491,ULK4,T_cells_CD4
SERPINH1,-1.105806252025466,2.116234482685614,15.248462197077941,0.0012614006668697322,0.007251750734638491,SERPINH1,T_cells_CD4
RACK1,0.6060436529859129,11.318648761504319,15.242853055481715,0.0012633103019868191,0.007258979690817397,RACK1,T_cells_CD4
SMIM14,0.6414813485606871,5.095251785543855,15.24016711356269,0.0012642258889653303,0.007260492334460333,SMIM14,T_cells_CD4
PARP11,-0.5416354848854387,4.775125880200007,15.235832399880362,0.0012657050933487532,0.0072652386224711825,PARP11,T_cells_CD4
AKT1S1,-1.0711926539327181,2.731995768890937,15.233530795980464,0.0012664913017771328,0.007266004221020355,AKT1S1,T_cells_CD4
DGLUCY,-0.6210758259520237,4.763556127058095,15.202636898244517,0.0012770979981990352,0.007323081257060928,DGLUCY,T_cells_CD4
P3H4,-1.5547121025087414,1.4437395073619497,15.194737750515594,0.0012798260769676527,0.007334945538954673,P3H4,T_cells_CD4
PAX8-AS1,-0.7032592617810228,4.791090412855459,15.16645871768924,0.001289646763224173,0.00738742587477357,PAX8-AS1,T_cells_CD4
SCFD1,-0.43704322809285,5.419974006461057,15.153381462996936,0.001294216984220451,0.00740979168434857,SCFD1,T_cells_CD4
ASPH,0.6933406892700057,3.1075025625009336,15.14819144849608,0.0012960358549401738,0.007416390265030404,ASPH,T_cells_CD4
RNF6,-0.5036108940746361,4.928502645798157,15.138292049088061,0.0012995131732746108,0.007432467429879968,RNF6,T_cells_CD4
HOMEZ,0.7311134200999221,3.1339512209788154,15.12652903823839,0.0013036588308236292,0.0074523486322891595,HOMEZ,T_cells_CD4
HAX1,-0.45099483725205125,6.40701301741796,15.120522077661542,0.001305781638089906,0.0074606517617765164,HAX1,T_cells_CD4
INTS7,-1.034288356303798,2.1246505183050846,15.102759069461051,0.0013120818222943638,0.007492599443740265,INTS7,T_cells_CD4
MIR181A2HG,2.176163271094687,1.2603733998060516,15.10096632565891,0.00131271957909196,0.007492599443740265,MIR181A2HG,T_cells_CD4
KRBOX4,-0.5902341135921071,3.7699083890130494,15.095693839547984,0.001314597262656747,0.007499389539425524,KRBOX4,T_cells_CD4
AC108863.1,-1.0261840674781866,3.9147273663394944,15.093843846006507,0.0013152568176961925,0.007499389539425524,AC108863.1,T_cells_CD4
C16ORF87,0.6943980115132262,5.000357163431797,15.08426506135177,0.0013186778091100867,0.0075150455787994196,C16ORF87,T_cells_CD4
SERAC1,1.0800890934218303,2.1682837411417264,15.061108940890813,0.0013269894651750077,0.007558542859466651,SERAC1,T_cells_CD4
BX890604.2,-1.179511691959714,3.3304619770421313,15.054281581298408,0.0013294513679647946,0.007568692442684483,BX890604.2,T_cells_CD4
ARFRP1,0.4883696422164816,5.073626042357285,15.040510288099382,0.0013344329338860327,0.007593168994965003,ARFRP1,T_cells_CD4
FUT11,-0.975034484579001,4.597013646874306,15.022683495468675,0.0013409128801031062,0.007626142235844441,FUT11,T_cells_CD4
TPMT,0.5870495863506817,4.4946655136816815,15.020151255979208,0.0013418362175189429,0.007627495965774176,TPMT,T_cells_CD4
CALY,1.253618217745723,2.002618544629204,15.921004943677566,0.001342861336213566,0.007629426580937718,CALY,T_cells_CD4
TNPO1,-0.5003070809050487,5.093003079492808,15.010459399447576,0.00134537683049143,0.007639818430290621,TNPO1,T_cells_CD4
MBOAT7,0.6459598724069459,4.283758330923321,15.00213413152838,0.0013484266362093827,0.007653232259566767,MBOAT7,T_cells_CD4
PABPC1,-0.5249393486862138,9.851293834966114,14.999064619882903,0.0013495530652889696,0.00765572151715914,PABPC1,T_cells_CD4
ZFX,-1.047960205627874,5.127837826177107,14.99565373652149,0.0013508060164652107,0.007658925605327455,ZFX,T_cells_CD4
TSN,0.5774797019002,5.262123271233146,14.981192142461076,0.0013561329522570186,0.0076852137263852425,TSN,T_cells_CD4
TMEM70,0.4958795640405286,5.261947033975445,14.975547100721796,0.0013582187462979568,0.0076931168683441525,TMEM70,T_cells_CD4
RAC2,-0.5251511820097515,7.6878264932091565,14.924568784494857,0.0013772199123705748,0.00779370465268143,RAC2,T_cells_CD4
IDH3A,0.52392706124378,4.18290005219057,14.924148012638542,0.0013773779920776615,0.00779370465268143,IDH3A,T_cells_CD4
PCBP1,-0.43047733946453376,7.873947893073525,14.909785534202227,0.00138278614693905,0.007820330190768101,PCBP1,T_cells_CD4
ATP1B1,1.3012336340900397,2.1135943009779146,14.904047019463908,0.0013849536778276076,0.007828007727040944,ATP1B1,T_cells_CD4
PABPN1,0.4139370876161802,6.1315829504221275,14.902469159213375,0.0013855503344358186,0.007828007727040944,PABPN1,T_cells_CD4
SMYD2,-0.8878057433964843,3.2511806721624548,14.895887392536677,0.001388042318367173,0.007835662270476298,SMYD2,T_cells_CD4
INO80,-0.52143660151364,4.455546925767285,14.894488547019158,0.001388572600837424,0.007835662270476298,INO80,T_cells_CD4
DYNLT3,0.4887837520723804,6.426482259770588,14.893316139974385,0.001389017220094316,0.007835662270476298,DYNLT3,T_cells_CD4
HDAC11,1.1160829855087757,1.4771542708584593,14.84565932986878,0.0014072273665218559,0.0079343670665594,HDAC11,T_cells_CD4
CASC3,-0.595981824745094,4.682720977571492,14.829218373948708,0.0014135721110536232,0.007966105111912317,CASC3,T_cells_CD4
SMCR8,-0.551244753636174,3.860801179228081,14.803250270239115,0.0014236594702978166,0.00801889165203173,SMCR8,T_cells_CD4
TMEM109,0.5863320156902377,5.422367982714019,14.79823577267426,0.0014256167210655675,0.008023681816228933,TMEM109,T_cells_CD4
ASTE1,-0.7778397903494871,3.9418423882528124,14.797127007635346,0.0014260499030121561,0.008023681816228933,ASTE1,T_cells_CD4
TSTD1,0.5389094501819715,7.702197669822808,14.795533766495069,0.0014266726248263304,0.008023681816228933,TSTD1,T_cells_CD4
RBMS1,-0.531538846131628,5.801160334180582,14.793544719265604,0.0014274504797907282,0.0080240019394297,RBMS1,T_cells_CD4
MLF2,0.5035980691370411,5.7020942901643155,14.784569690933287,0.0014309663036083233,0.008036532972257086,MLF2,T_cells_CD4
NCOA5,-0.8386910668184852,3.268148588813604,14.784168120448733,0.0014311238410614148,0.008036532972257086,NCOA5,T_cells_CD4
TRA2A,-0.5739178073928272,5.806819580862759,14.77450802194822,0.001434919445116456,0.008050957713925673,TRA2A,T_cells_CD4
LRWD1,0.7831750356714892,2.9846898666054518,14.773949429492008,0.0014351392726350883,0.008050957713925673,LRWD1,T_cells_CD4
AC005261.5,-1.228315932893923,3.790918898105633,14.763807843591714,0.0014391370024139612,0.008066447226656889,AC005261.5,T_cells_CD4
SON,-0.5044903150673018,8.725311341829142,14.761937394292271,0.0014398756923218264,0.008066447226656889,SON,T_cells_CD4
VPS13A,0.5067243984934383,5.2208066146614645,14.761433844511004,0.001440074630670911,0.008066447226656889,VPS13A,T_cells_CD4
ZFAND5,-0.4862873776883216,5.664366100088486,14.757216075292153,0.0014417421732321378,0.008071725547320772,ZFAND5,T_cells_CD4
NACC1,0.7966085379839521,3.197292942475399,14.754224492025049,0.0014429262525553232,0.008074293208115006,NACC1,T_cells_CD4
FERMT3,-0.7636195032580809,5.556283277953727,14.742587140645425,0.0014475428250712297,0.00809605610203155,FERMT3,T_cells_CD4
TSPAN17,0.7906589329883349,3.196936622947323,14.733374794904869,0.0014512092328254685,0.00811248556571947,TSPAN17,T_cells_CD4
DCTN2,0.5335727840397966,5.528429452001171,14.728502818154166,0.0014531524668452789,0.008119270560234917,DCTN2,T_cells_CD4
PPP1R15A,-0.8434554383379286,4.90535127240819,14.715684818979955,0.0014582791126235204,0.008141893489354441,PPP1R15A,T_cells_CD4
FAM53B,-0.9163812450094844,3.56969888058909,14.713804267489495,0.0014590329704657636,0.008141893489354441,FAM53B,T_cells_CD4
AC093323.1,-0.5385007086148071,5.093954975161251,14.712899049541956,0.0014593960028088152,0.008141893489354441,AC093323.1,T_cells_CD4
GVQW3,0.9642142244643076,2.7742836693228496,14.708440850147849,0.0014611854280306533,0.008147792491974535,GVQW3,T_cells_CD4
SEPT1,-0.4831658254679355,5.964909125440741,14.702426248222853,0.0014636034914180017,0.008157189213561523,SEPT1,T_cells_CD4
UBA3,0.5215251231181239,4.7114693922196516,14.695784658247861,0.0014662788812745012,0.008168009984276876,UBA3,T_cells_CD4
PIGB,-1.3277661123961544,2.544529474713881,14.693393248821172,0.0014672435510345117,0.008169295009011562,PIGB,T_cells_CD4
GSTZ1,-1.229664435135918,2.489317847940925,14.688248340113914,0.0014693213870489673,0.008176773518927503,GSTZ1,T_cells_CD4
GPCPD1,-0.5183506011197464,5.074988507974097,14.671423493555244,0.001476139574512057,0.008210611426446374,GPCPD1,T_cells_CD4
RFC4,0.6717389091318898,4.146353182497459,14.666035456269423,0.0014783306062699864,0.008218691132759715,RFC4,T_cells_CD4
BICRAL,-0.739323227211108,4.08849514823494,14.65143168308662,0.0014842877040876783,0.008244676189959912,BICRAL,T_cells_CD4
FAM241B,-0.9995936191937564,2.75151869085196,15.516036001716225,0.0014844861711302481,0.008244676189959912,FAM241B,T_cells_CD4
DCTN4,-0.7792563529616111,3.856996820184831,14.643807019389428,0.0014874086985741644,0.008256787438967805,DCTN4,T_cells_CD4
GSKIP,0.5247573668319359,4.646564096291421,14.63582052713084,0.0014906857578494514,0.008270853681388033,GSKIP,T_cells_CD4
ZNF160,-0.5287634999174048,4.8340836421450994,14.632317118350842,0.0014921258698769365,0.008274718949541756,ZNF160,T_cells_CD4
STX17-AS1,1.1753118639750664,1.4635633217468946,14.624497357713452,0.0014953459393468162,0.008288446366997044,STX17-AS1,T_cells_CD4
KDM2B,-0.7670338218534254,3.6253692158958573,14.614230404863436,0.0014995856641411124,0.008307809080084909,KDM2B,T_cells_CD4
AP001160.1,1.2891328077569217,1.9348632679246938,14.589524865688668,0.0015098435946479265,0.008358791877345773,AP001160.1,T_cells_CD4
SPATA7,1.0331115542192681,2.0592010632952955,14.588453444453085,0.001510290248458432,0.008358791877345773,SPATA7,T_cells_CD4
CLCN3,0.5379289269917304,5.029448565397807,14.564077216352613,0.001520492676490298,0.008411075292911043,CLCN3,T_cells_CD4
TIMP1,-1.2529938858415666,6.138410430164168,14.555945400080118,0.0015239134822274951,0.008425810758664689,TIMP1,T_cells_CD4
ELF4,-0.9379093079272296,2.693999125624617,14.552753841958609,0.0015252584498164125,0.008429059854248595,ELF4,T_cells_CD4
OSTF1,0.4584303754428501,7.261350244143819,14.535821391987826,0.0015324165086454344,0.0084644147599125,OSTF1,T_cells_CD4
DGAT1,0.8266036057951839,3.8141017876070733,14.53295632223456,0.0015336314471589728,0.008466923614523496,DGAT1,T_cells_CD4
AVL9,-0.5693313563014819,4.047078178854156,14.524457614039013,0.001537241752457888,0.008482647845739362,AVL9,T_cells_CD4
ATP2A3,-0.7021280653932483,3.807724921108207,14.513640039853836,0.001541851034038584,0.008503866208547789,ATP2A3,T_cells_CD4
TESK1,0.697683010508988,3.5367832007667515,14.508718194345782,0.0015439533634142002,0.00851124365269938,TESK1,T_cells_CD4
BRMS1,0.4042108820208349,5.396707088524399,14.50590363037699,0.0015451570397733633,0.008511958330184803,BRMS1,T_cells_CD4
AC245014.1,-1.517550759467618,1.8877675660691866,14.503561273734077,0.001546159580883066,0.008511958330184803,AC245014.1,T_cells_CD4
GALNT2,-0.9548854394810325,3.4851802342989475,14.503052734682722,0.001546377335456754,0.008511958330184803,GALNT2,T_cells_CD4
YWHAZ,-0.49046890028353485,8.112588761007707,14.499168831704038,0.0015480415527049046,0.00851690681245951,YWHAZ,T_cells_CD4
PRF1,-1.400141069976114,7.646548678947146,14.493611236068213,0.0015504264551920704,0.008525813461604616,PRF1,T_cells_CD4
ARHGAP1,-0.6526999710812912,4.0011790338110345,14.485682702066345,0.0015538359800638746,0.008538644373193844,ARHGAP1,T_cells_CD4
RNF220,-0.7451095733247741,4.324110449081085,14.484618850946285,0.001554294115012644,0.008538644373193844,RNF220,T_cells_CD4
GMCL1,0.5151792443051391,5.918154821239438,14.481464567148834,0.0015556533681074763,0.008541895405543272,GMCL1,T_cells_CD4
CAPN1,-0.7798428707644193,4.252561117934362,14.476407354365898,0.0015578354425099755,0.008549659011408299,CAPN1,T_cells_CD4
ATG13,-0.6055794976600247,3.986331246788901,14.474479797069474,0.0015586680511411846,0.008550012523016947,ATG13,T_cells_CD4
FAM98C,-0.6635989494725069,4.24351901350147,14.470438728805641,0.001560415224706091,0.008555127782665291,FAM98C,T_cells_CD4
JAK3,-0.7648487305654075,5.011894563358351,14.468768798226508,0.0015611378730092727,0.008555127782665291,JAK3,T_cells_CD4
ARPC5,0.5151272086667655,8.479712923993738,14.466264196960278,0.001562222427428817,0.008556858079371423,ARPC5,T_cells_CD4
MYPOP,0.8858119893181159,2.6432160270078033,14.458512790692142,0.0015655843802656025,0.008571054674056151,MYPOP,T_cells_CD4
DENND1C,-0.774791579836836,3.545814033231996,14.4537694630451,0.0015676456983857768,0.008578120266978219,DENND1C,T_cells_CD4
LGMN,1.0220748293509994,2.494223859901587,14.442986660026074,0.001572343030970819,0.00859959603671018,LGMN,T_cells_CD4
UBE2E2,0.9961494665265337,2.411457613071128,14.440083519325102,0.0015736104492675618,0.008602300736909608,UBE2E2,T_cells_CD4
TUBGCP6,0.6799073373036538,2.8542764853324396,14.403864679696495,0.0015895199229664923,0.008682342330335126,TUBGCP6,T_cells_CD4
ARL6,1.1613725420458514,2.076605887440502,14.403202343740299,0.001589812548896944,0.008682342330335126,ARL6,T_cells_CD4
KATNA1,0.5020248117388775,4.716413815284985,14.400262437984761,0.0015911121609041377,0.008685178200521358,KATNA1,T_cells_CD4
PCED1A,-1.3206386868418851,2.8135150338466217,14.397366829775851,0.0015923933650996405,0.008687910859587745,PCED1A,T_cells_CD4
CENPBD1P1,0.5673428893089737,4.2758911755509095,14.390110807528565,0.0015956090253050493,0.008701189834221067,CENPBD1P1,T_cells_CD4
P2RY8,-0.9218357059219178,5.046798422608525,14.3870434477654,0.0015969705983208604,0.008704350029045628,P2RY8,T_cells_CD4
CYTOR,-1.1919514525755432,5.295563969779068,14.382139851439712,0.0015991499896354537,0.008710046246946995,CYTOR,T_cells_CD4
TMED5,-0.48993340036228283,5.521771409264344,14.380126590418943,0.0016000457521767454,0.008710046246946995,TMED5,T_cells_CD4
TLR3,-1.6503767343863807,2.0151099409047895,14.378842995063476,0.0016006171598993302,0.008710046246946995,TLR3,T_cells_CD4
ATL3,-0.5282352338800823,4.618653917475577,14.37765555644187,0.0016011459677676147,0.008710046246946995,ATL3,T_cells_CD4
RDH10,1.103396256490978,1.9921675053332042,14.367286695373053,0.001605771986600729,0.008730943923236988,RDH10,T_cells_CD4
TC2N,-0.5602081199315223,6.218482353133222,14.364880457002982,0.0016068476778263747,0.00873252668662478,TC2N,T_cells_CD4
CELF2,-0.5663837564621715,7.052437543212814,14.357120526958933,0.001610322252343156,0.008747138442449648,CELF2,T_cells_CD4
AL589880.1,-2.1743836004934174,1.9516679781348654,14.353438111820246,0.0016119740566052417,0.008751839634154313,AL589880.1,T_cells_CD4
ATP6V0D1,0.5916011105419603,5.374762147323817,14.348364319108116,0.0016142531241362384,0.008756086807711175,ATP6V0D1,T_cells_CD4
ZNF507,-0.6062410193686946,4.049064471957252,14.347295441334948,0.0016147337116346665,0.008756086807711175,ZNF507,T_cells_CD4
LRMP,-0.6085027645035889,4.5792937009967964,14.346328236001993,0.0016151687247298765,0.008756086807711175,LRMP,T_cells_CD4
CNTRL,-0.4884559816513774,5.811695569729433,14.344695939162829,0.0016159031718812897,0.008756086807711175,CNTRL,T_cells_CD4
WIPF2,-0.6032394984854995,4.497890375262577,14.337602696534365,0.001619099144538994,0.008769135512758638,WIPF2,T_cells_CD4
TRMT6,-0.6090550691580071,4.713891828430069,14.335090146708163,0.0016202329273772083,0.008771008016395103,TRMT6,T_cells_CD4
PLXNA1,1.1098401549161805,1.7561448695776367,14.309636108375162,0.0016317697650802658,0.008825882915499721,PLXNA1,T_cells_CD4
COMMD4,-0.6475225120684901,4.431141927239724,14.309227523350726,0.0016319557089037222,0.008825882915499721,COMMD4,T_cells_CD4
OTUD4,-0.5921677346863969,4.33569652753451,14.306588503830909,0.0016331572831728358,0.008828091579268414,OTUD4,T_cells_CD4
PINX1-1,0.6005663453634672,4.210062493038287,14.304268253853776,0.0016342145446609252,0.008829518389357329,PINX1-1,T_cells_CD4
SKIL,-0.760957042213267,5.077353648356464,14.302485789226312,0.0016350272807376244,0.008829623306457915,SKIL,T_cells_CD4
PTMA,-0.4741360811569649,11.523239763276298,14.290632384238315,0.0016404436225562551,0.00885004025397061,PTMA,T_cells_CD4
ARAP2,-0.5412117018144502,5.739981718328309,14.289064097662006,0.0016411617602049104,0.00885004025397061,ARAP2,T_cells_CD4
YEATS2,-0.698759925870992,3.577630747043467,14.288994913395257,0.0016411934487147654,0.00885004025397061,YEATS2,T_cells_CD4
RMDN3,0.7735375157237219,3.768430440182212,14.270381780970476,0.001649744019499004,0.008891840647469208,RMDN3,T_cells_CD4
TESPA1,-0.6040300881072768,5.744055535366649,14.267066527872545,0.0016512722721865375,0.008895769791595431,TESPA1,T_cells_CD4
USP10,-0.5254147721634397,5.488308607688969,14.263171725029812,0.0016530697289611751,0.008901144694406329,USP10,T_cells_CD4
SLC25A26,-0.6530363548406526,4.57344001230423,14.250601003582373,0.0016588862456397974,0.008928145026098136,SLC25A26,T_cells_CD4
GORASP2,0.5507502846924934,5.0226177439914785,14.238969443958963,0.001664288829872351,0.00895028286339655,GORASP2,T_cells_CD4
LETM2,1.1838015954711973,1.653743848048264,14.238283910918424,0.0016646078640818382,0.00895028286339655,LETM2,T_cells_CD4
CDK2AP2,0.6592530466262666,6.807100496630538,14.224676119561767,0.0016709550076927024,0.008980072059690864,CDK2AP2,T_cells_CD4
ADGRE5,-0.6144817456716829,5.692081707670555,14.20822746654106,0.0016786637914560061,0.009017146717618411,ADGRE5,T_cells_CD4
CRELD2,0.6875870977722642,4.986709943928482,14.186864986730331,0.0016887355793127287,0.009066872647250685,CRELD2,T_cells_CD4
AC245100.2,-1.95443130399627,1.623618024672363,14.183080598064654,0.0016905269244176773,0.009068264544087856,AC245100.2,T_cells_CD4
TRBV28,-2.106866641241438,4.909057401282147,14.999710509723698,0.001690624342226622,0.009068264544087856,TRBV28,T_cells_CD4
ZNF708,-0.69063382919566,5.021905075736804,14.171069391910901,0.0016962266926684212,0.009093932123988211,ZNF708,T_cells_CD4
AC008079.1,-1.2508877766379147,1.8356209087452935,14.164915083502391,0.001699155561046545,0.009105248625155537,AC008079.1,T_cells_CD4
P4HTM,-0.854536485712182,3.909700547625406,14.163109807300728,0.0017000157861976747,0.009105474350519789,P4HTM,T_cells_CD4
ATG2A,0.722860910295517,3.6533735400764495,14.155459534898617,0.0017036666575668147,0.009120639681923353,ATG2A,T_cells_CD4
